"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 01 09:22:05 GMT 2024","Wed May 01 09:22:07 GMT 2024","1387","chromium","RegistrationTest.spec.ts","Auth","","","shoud allow user to login",""
